work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,working_overseas
2020,Junior,Full-time,Data Scientist,39916,France,No remote work,France,Medium,False
2020,Intermediate,Full-time,Lead Data Analyst,87000,United States,Fully remote,United States,Large,False
2021,Intermediate,Full-time,Data Engineer,26005,Romania,No remote work,United States,Large,True
2021,Intermediate,Full-time,Data Scientist,90734,Germany,Partially remote,Germany,Large,False
2021,Intermediate,Full-time,Big Data Engineer,22611,India,No remote work,India,Large,False
2021,Intermediate,Full-time,Data Scientist,5679,India,Fully remote,United States,Small,True
2021,Junior,Full-time,Machine Learning Engineer,81000,United States,Partially remote,United States,Small,False
2021,Intermediate,Full-time,Data Scientist,40038,Chile,Fully remote,Chile,Large,False
2021,Intermediate,Full-time,Data Scientist,2859,Mexico,No remote work,Mexico,Small,False
2021,Junior,Full-time,Data Science Consultant,90000,United States,Fully remote,United States,Small,False
2021,Intermediate,Full-time,Data Scientist,61467,Germany,Partially remote,Austria,Medium,True
2021,Expert,Full-time,Machine Learning Infrastructure Engineer,195000,United States,Fully remote,United States,Medium,False
2021,Intermediate,Full-time,Data Scientist,37825,Spain,Fully remote,Spain,Large,False
2020,Intermediate,Full-time,Data Analyst,85000,United States,Fully remote,United States,Large,False
2021,Director,Contract,Principal Data Scientist,416000,United States,Fully remote,United States,Small,False
2021,Expert,Full-time,Machine Learning Scientist,225000,United States,Fully remote,Canada,Large,True
2021,Intermediate,Full-time,Data Scientist,56256,United Kingdom,Partially remote,United Kingdom,Large,False
2021,Intermediate,Full-time,Data Scientist,33808,India,No remote work,India,Medium,False
2021,Intermediate,Full-time,Data Scientist,116914,United Kingdom,Partially remote,United Kingdom,Large,False
2021,Intermediate,Full-time,Machine Learning Engineer,46597,Poland,Fully remote,Poland,Large,False
2020,Intermediate,Full-time,Data Analyst,8000,Pakistan,Partially remote,Pakistan,Large,False
2020,Junior,Full-time,Data Engineer,41689,Japan,Fully remote,Japan,Small,False
2020,Expert,Full-time,Big Data Engineer,114047,Poland,Fully remote,United Kingdom,Small,True
2021,Intermediate,Full-time,Machine Learning Engineer,88654,Belgium,Fully remote,Belgium,Medium,False
2020,Junior,Full-time,Data Science Consultant,5707,India,Partially remote,India,Medium,False
2020,Intermediate,Full-time,Lead Data Engineer,56000,Portugal,Fully remote,United States,Medium,True
2021,Junior,Part-time,Computer Vision Engineer,28609,Denmark,Partially remote,Denmark,Small,False
2021,Intermediate,Full-time,Data Scientist,88654,Germany,Partially remote,Germany,Large,False
2020,Intermediate,Full-time,Machine Learning Engineer,43331,China,No remote work,China,Medium,False
2020,Intermediate,Full-time,Product Data Analyst,6072,India,Fully remote,India,Large,False
2020,Expert,Full-time,Data Engineer,47899,Greece,Partially remote,Greece,Large,False
2020,Intermediate,Full-time,BI Data Analyst,98000,United States,No remote work,United States,Medium,False
2021,Intermediate,Full-time,Data Engineer,66022,Hong Kong,Partially remote,United Kingdom,Small,True
2021,Intermediate,Full-time,Research Scientist,56738,France,Partially remote,France,Small,False
2021,Intermediate,Full-time,Machine Learning Engineer,24823,Slovenia,Partially remote,Slovenia,Large,False
2021,Expert,Full-time,Data Analytics Manager,120000,United States,No remote work,United States,Large,False
2021,Intermediate,Freelance,Data Engineer,20000,Italy,No remote work,United States,Large,True
2020,Director,Full-time,Director of Data Science,325000,United States,Fully remote,United States,Large,False
2021,Expert,Full-time,Machine Learning Engineer,200000,United States,Fully remote,United States,Large,False
2020,Junior,Full-time,AI Scientist,45896,Denmark,Partially remote,Denmark,Small,False
2021,Intermediate,Full-time,Data Scientist,160000,United States,Fully remote,United States,Large,False
2021,Expert,Full-time,Research Scientist,50000,France,Fully remote,United States,Small,True
2021,Intermediate,Full-time,Data Science Engineer,40189,Greece,Fully remote,Greece,Medium,False
2021,Director,Full-time,Principal Data Engineer,600000,United States,Fully remote,United States,Large,False
2021,Intermediate,Full-time,Data Scientist,12901,Brazil,No remote work,Brazil,Small,False
2021,Expert,Full-time,Data Engineer,165000,United States,No remote work,United States,Medium,False
2021,Junior,Full-time,Big Data Engineer,5882,India,No remote work,Switzerland,Large,True
2020,Intermediate,Full-time,Data Scientist,42197,France,Partially remote,France,Small,False
2021,Expert,Full-time,Principal Data Engineer,185000,United States,Fully remote,United States,Large,False
2020,Junior,Full-time,Data Scientist,62726,Germany,Partially remote,Germany,Small,False
2021,Intermediate,Full-time,Data Scientist,90734,Germany,Partially remote,Germany,Large,False
2020,Junior,Part-time,Data Scientist,21669,Italy,Partially remote,Italy,Small,False
2020,Intermediate,Full-time,Data Engineer,110000,United States,Fully remote,United States,Large,False
2021,Expert,Full-time,Data Analytics Manager,140000,United States,Fully remote,United States,Large,False
2020,Expert,Full-time,Data Scientist,120000,United States,Partially remote,United States,Large,False
2021,Expert,Full-time,Data Scientist,87738,Canada,Fully remote,Canada,Small,False
2021,Expert,Full-time,Finance Data Analyst,61896,United Kingdom,Partially remote,United Kingdom,Large,False
2021,Intermediate,Freelance,Machine Learning Scientist,12000,Pakistan,Partially remote,Pakistan,Medium,False
2021,Expert,Full-time,Data Engineer,76833,Romania,Partially remote,United Kingdom,Small,True
2021,Intermediate,Full-time,Machine Learning Engineer,74000,Japan,Partially remote,Japan,Small,False
2021,Expert,Full-time,Data Science Manager,152000,United States,Fully remote,France,Large,True
2021,Intermediate,Full-time,Big Data Engineer,18000,Moldova,No remote work,Moldova,Small,False
2020,Expert,Freelance,Computer Vision Engineer,60000,Russia,Fully remote,United States,Small,True
2021,Intermediate,Full-time,Data Scientist,130000,United States,Partially remote,United States,Large,False
2021,Expert,Full-time,Computer Vision Engineer,18907,Brazil,No remote work,Brazil,Medium,False
2021,Junior,Full-time,Business Data Analyst,59102,Luxembourg,Fully remote,Luxembourg,Large,False
2021,Expert,Full-time,Principal Data Scientist,173762,Germany,Fully remote,Germany,Medium,False
2020,Expert,Full-time,Principal Data Scientist,148261,Germany,Fully remote,Germany,Medium,False
2020,Intermediate,Full-time,Data Scientist,38776,Spain,Fully remote,Spain,Medium,False
2021,Intermediate,Full-time,Data Scientist,46809,Spain,Fully remote,Spain,Medium,False
2021,Junior,Full-time,Data Scientist,4000,Vietnam,No remote work,Vietnam,Medium,False
2021,Junior,Full-time,AI Scientist,18053,India,Fully remote,American Samoa,Small,True
2020,Expert,Full-time,Data Scientist,91237,Austria,No remote work,Austria,Small,False
2020,Intermediate,Full-time,Data Scientist,62726,France,Partially remote,Luxembourg,Small,True
2021,Intermediate,Full-time,Data Scientist,115000,United States,Partially remote,United States,Large,False
2021,Expert,Full-time,Principal Data Scientist,235000,United States,Fully remote,United States,Large,False
2021,Intermediate,Full-time,Lead Data Analyst,19609,India,Fully remote,India,Large,False
2021,Junior,Part-time,AI Scientist,12000,Brazil,Fully remote,United States,Small,True
2021,Intermediate,Full-time,Data Analyst,75000,United States,No remote work,United States,Large,False
2021,Intermediate,Full-time,Data Analyst,62000,United States,No remote work,United States,Large,False
2021,Intermediate,Full-time,Data Scientist,73000,United States,No remote work,United States,Large,False
2021,Intermediate,Full-time,Data Engineer,45391,Netherlands,Fully remote,Netherlands,Large,False
2020,Expert,Full-time,Data Science Manager,190200,United States,Fully remote,United States,Medium,False
2020,Intermediate,Full-time,Data Scientist,118000,United States,Fully remote,United States,Medium,False
2020,Intermediate,Full-time,Data Scientist,138350,United States,Fully remote,United States,Medium,False
2020,Intermediate,Full-time,Data Engineer,130800,Spain,Fully remote,United States,Medium,True
2020,Expert,Full-time,Machine Learning Engineer,45618,Croatia,Fully remote,Croatia,Small,False
2021,Expert,Full-time,Director of Data Science,168000,Japan,No remote work,Japan,Small,False
2021,Intermediate,Full-time,Data Scientist,119059,Singapore,Fully remote,Israel,Medium,True
2021,Intermediate,Full-time,Applied Machine Learning Scientist,423000,United States,Partially remote,United States,Large,False
2021,Intermediate,Full-time,Data Engineer,28369,Malta,Partially remote,Malta,Large,False
2021,Expert,Full-time,Data Specialist,165000,United States,Fully remote,United States,Large,False
2020,Expert,Full-time,Data Scientist,412000,United States,Fully remote,United States,Large,False
2021,Intermediate,Full-time,Principal Data Scientist,151000,United States,Fully remote,United States,Large,False
2020,Junior,Full-time,Data Scientist,105000,United States,Fully remote,United States,Small,False
2020,Junior,Contract,Business Data Analyst,100000,United States,Fully remote,United States,Large,False
2021,Expert,Full-time,Data Science Manager,94665,India,Partially remote,India,Large,False
